account_id,pre7_payer,post7_payer,pre7_cash,post7_cash
ACC0000289,False,False,0.0,0.0
ACC0000291,False,False,0.0,0.0
ACC0000292,False,False,0.0,0.0
ACC0000294,False,False,0.0,0.0
ACC0000297,False,False,0.0,0.0
ACC0000306,False,False,0.0,0.0
ACC0000312,False,False,0.0,0.0
ACC0000314,False,False,0.0,0.0
ACC0000315,False,False,0.0,0.0
ACC0000317,False,False,0.0,0.0
ACC0000318,False,False,0.0,0.0
ACC0000320,False,False,0.0,0.0
ACC0000326,False,False,0.0,0.0
ACC0000337,False,False,0.0,0.0
ACC0000341,False,False,0.0,0.0
ACC0000345,False,False,0.0,0.0
ACC0000357,False,False,0.0,0.0
ACC0000369,False,False,0.0,0.0
ACC0000372,False,False,0.0,0.0
ACC0000377,False,False,0.0,0.0
ACC0000380,False,False,0.0,0.0
ACC0000381,True,False,131862.96,0.0
ACC0000385,False,False,0.0,0.0
ACC0000390,False,False,0.0,0.0
ACC0000392,False,False,0.0,0.0
ACC0000405,False,False,0.0,0.0
ACC0000414,False,False,0.0,0.0
ACC0000423,False,False,0.0,0.0
ACC0000428,False,False,0.0,0.0
ACC0000433,False,False,0.0,0.0
ACC0000439,False,False,0.0,0.0
ACC0000442,False,False,0.0,0.0
ACC0000447,False,False,0.0,0.0
ACC0000450,False,False,0.0,0.0
ACC0000452,False,False,0.0,0.0
ACC0000471,False,False,0.0,0.0
ACC0000473,False,False,0.0,0.0
ACC0000480,False,False,0.0,0.0
ACC0000481,False,False,0.0,0.0
ACC0000484,False,False,0.0,0.0
ACC0000489,False,False,0.0,0.0
ACC0000499,False,False,0.0,0.0
ACC0000501,False,False,0.0,0.0
ACC0000511,False,False,0.0,0.0
ACC0000513,False,False,0.0,0.0
ACC0000517,False,False,0.0,0.0
ACC0000523,False,False,0.0,0.0
ACC0000524,False,False,0.0,0.0
ACC0000535,False,False,0.0,0.0
ACC0000538,False,False,0.0,0.0
ACC0000544,False,False,0.0,0.0
ACC0000552,False,False,0.0,0.0
ACC0000554,False,False,0.0,0.0
ACC0000572,False,False,0.0,0.0
ACC0000577,False,False,0.0,0.0
ACC0000590,True,False,146448.75,0.0
ACC0000591,False,False,0.0,0.0
ACC0000598,False,False,0.0,0.0
ACC0000605,False,False,0.0,0.0
ACC0000606,False,False,0.0,0.0
ACC0000610,False,False,0.0,0.0
ACC0000616,False,False,0.0,0.0
ACC0000618,False,False,0.0,0.0
ACC0000619,False,False,0.0,0.0
ACC0000623,False,False,0.0,0.0
ACC0000630,False,False,0.0,0.0
ACC0000632,False,False,0.0,0.0
ACC0000633,False,False,0.0,0.0
ACC0000635,False,False,0.0,0.0
ACC0000646,False,False,0.0,0.0
ACC0000651,False,False,0.0,0.0
ACC0000658,False,False,0.0,0.0
ACC0000660,False,False,0.0,0.0
ACC0000661,False,False,0.0,0.0
ACC0000665,False,False,0.0,0.0
ACC0000666,False,False,0.0,0.0
ACC0000667,False,False,0.0,0.0
ACC0000672,False,False,0.0,0.0
ACC0000673,False,False,0.0,0.0
ACC0000675,False,False,0.0,0.0
ACC0000676,False,False,0.0,0.0
ACC0000685,False,False,0.0,0.0
ACC0000689,False,False,0.0,0.0
ACC0000692,False,False,0.0,0.0
ACC0000700,True,False,19326.9,0.0
ACC0000718,False,False,0.0,0.0
ACC0000725,False,False,0.0,0.0
ACC0000728,False,False,0.0,0.0
ACC0000730,False,False,0.0,0.0
ACC0000731,False,False,0.0,0.0
ACC0000748,False,False,0.0,0.0
ACC0000751,False,False,0.0,0.0
ACC0000758,False,False,0.0,0.0
ACC0000759,False,False,0.0,0.0
ACC0000769,False,False,0.0,0.0
ACC0000770,False,False,0.0,0.0
ACC0000774,False,False,0.0,0.0
ACC0000781,False,False,0.0,0.0
ACC0000788,False,False,0.0,0.0
ACC0000790,False,False,0.0,0.0
ACC0000794,False,False,0.0,0.0
ACC0000797,False,False,0.0,0.0
ACC0000802,False,False,0.0,0.0
ACC0000826,False,False,0.0,0.0
ACC0000828,False,False,0.0,0.0
ACC0000835,False,False,0.0,0.0
ACC0000844,False,False,0.0,0.0
ACC0000845,True,False,23594.17,0.0
ACC0000855,False,False,0.0,0.0
ACC0000860,False,False,0.0,0.0
ACC0000863,False,False,0.0,0.0
ACC0000864,False,False,0.0,0.0
ACC0000868,False,False,0.0,0.0
ACC0000871,False,False,0.0,0.0
ACC0000876,False,False,0.0,0.0
ACC0000888,False,False,0.0,0.0
ACC0000892,False,False,0.0,0.0
ACC0000893,False,True,0.0,138642.07
ACC0000894,False,False,0.0,0.0
ACC0000898,False,False,0.0,0.0
ACC0000904,False,False,0.0,0.0
ACC0000905,False,False,0.0,0.0
ACC0000908,False,False,0.0,0.0
ACC0000909,False,False,0.0,0.0
ACC0000915,False,False,0.0,0.0
ACC0000918,False,False,0.0,0.0
ACC0000921,False,False,0.0,0.0
ACC0000927,False,False,0.0,0.0
ACC0000932,False,False,0.0,0.0
ACC0000936,False,False,0.0,0.0
ACC0000938,False,False,0.0,0.0
ACC0000941,False,False,0.0,0.0
ACC0000948,False,False,0.0,0.0
ACC0000951,False,False,0.0,0.0
ACC0000953,False,False,0.0,0.0
ACC0000978,False,False,0.0,0.0
ACC0000989,False,False,0.0,0.0
ACC0000995,False,False,0.0,0.0
ACC0000998,False,False,0.0,0.0
ACC0000999,False,False,0.0,0.0
ACC0001003,False,False,0.0,0.0
ACC0001008,False,True,0.0,105991.11
ACC0001009,False,False,0.0,0.0
ACC0001014,False,False,0.0,0.0
ACC0001016,False,False,0.0,0.0
ACC0001020,False,False,0.0,0.0
ACC0001029,False,False,0.0,0.0
ACC0001031,False,False,0.0,0.0
ACC0001032,False,False,0.0,0.0
ACC0001038,False,False,0.0,0.0
ACC0001044,False,False,0.0,0.0
ACC0001047,False,False,0.0,0.0
ACC0001049,False,False,0.0,0.0
ACC0001055,False,False,0.0,0.0
ACC0001060,False,False,0.0,0.0
ACC0001064,False,False,0.0,0.0
ACC0001068,False,False,0.0,0.0
ACC0001073,False,False,0.0,0.0
ACC0001076,False,False,0.0,0.0
ACC0001079,False,False,0.0,0.0
ACC0001082,False,False,0.0,0.0
ACC0001084,False,False,0.0,0.0
ACC0001085,False,False,0.0,0.0
ACC0001086,False,False,0.0,0.0
ACC0001090,False,False,0.0,0.0
ACC0001099,False,False,0.0,0.0
ACC0001109,False,False,0.0,0.0
ACC0001112,False,False,0.0,0.0
ACC0001125,False,False,0.0,0.0
ACC0001128,False,False,0.0,0.0
ACC0001134,False,False,0.0,0.0
ACC0001137,False,False,0.0,0.0
ACC0001138,False,False,0.0,0.0
ACC0001145,False,False,0.0,0.0
ACC0001149,False,False,0.0,0.0
ACC0001151,False,False,0.0,0.0
ACC0001153,False,False,0.0,0.0
ACC0001157,False,False,0.0,0.0
ACC0001159,False,False,0.0,0.0
ACC0001162,False,False,0.0,0.0
ACC0001167,False,False,0.0,0.0
ACC0001173,False,False,0.0,0.0
ACC0001181,False,False,0.0,0.0
ACC0001188,False,False,0.0,0.0
ACC0001190,False,True,0.0,90347.48
ACC0001197,False,False,0.0,0.0
ACC0001198,False,False,0.0,0.0
ACC0001206,False,False,0.0,0.0
ACC0001212,False,False,0.0,0.0
ACC0001214,False,False,0.0,0.0
ACC0001215,False,False,0.0,0.0
ACC0001219,False,True,0.0,132255.9
ACC0001222,False,False,0.0,0.0
ACC0001226,False,False,0.0,0.0
ACC0001232,False,False,0.0,0.0
ACC0001236,False,False,0.0,0.0
ACC0001240,False,False,0.0,0.0
ACC0001242,False,False,0.0,0.0
ACC0001243,False,False,0.0,0.0
ACC0001247,True,False,72011.57,0.0
ACC0001249,False,False,0.0,0.0
ACC0001250,False,False,0.0,0.0
ACC0001252,False,False,0.0,0.0
ACC0001258,False,False,0.0,0.0
ACC0001260,False,False,0.0,0.0
ACC0001262,False,False,0.0,0.0
ACC0001263,False,False,0.0,0.0
ACC0001266,False,False,0.0,0.0
ACC0001270,False,False,0.0,0.0
ACC0001278,False,False,0.0,0.0
ACC0001279,False,False,0.0,0.0
ACC0001283,False,False,0.0,0.0
ACC0001288,False,False,0.0,0.0
ACC0001303,False,False,0.0,0.0
ACC0001315,False,False,0.0,0.0
ACC0001319,False,False,0.0,0.0
ACC0001327,False,False,0.0,0.0
ACC0001328,False,False,0.0,0.0
ACC0001331,False,False,0.0,0.0
ACC0001338,False,False,0.0,0.0
ACC0001343,False,False,0.0,0.0
ACC0001344,False,False,0.0,0.0
ACC0001361,False,False,0.0,0.0
ACC0001364,False,False,0.0,0.0
ACC0001375,False,False,0.0,0.0
ACC0001380,False,False,0.0,0.0
ACC0001381,False,False,0.0,0.0
ACC0001389,False,False,0.0,0.0
ACC0001399,False,False,0.0,0.0
ACC0001401,False,False,0.0,0.0
ACC0001404,False,False,0.0,0.0
ACC0001406,False,False,0.0,0.0
ACC0001408,False,False,0.0,0.0
ACC0001411,False,False,0.0,0.0
ACC0001420,False,False,0.0,0.0
ACC0001421,False,False,0.0,0.0
ACC0001428,False,False,0.0,0.0
ACC0001439,False,False,0.0,0.0
ACC0001443,False,False,0.0,0.0
ACC0001445,False,False,0.0,0.0
ACC0001450,False,False,0.0,0.0
ACC0001454,False,False,0.0,0.0
ACC0001464,False,False,0.0,0.0
ACC0001480,False,False,0.0,0.0
ACC0001483,False,False,0.0,0.0
ACC0001485,False,False,0.0,0.0
ACC0001486,False,False,0.0,0.0
ACC0001490,False,False,0.0,0.0
ACC0001496,False,False,0.0,0.0
ACC0001497,False,False,0.0,0.0
ACC0001508,False,False,0.0,0.0
ACC0001509,False,False,0.0,0.0
ACC0001510,False,False,0.0,0.0
ACC0001520,False,False,0.0,0.0
ACC0001521,False,False,0.0,0.0
ACC0001525,False,False,0.0,0.0
ACC0001532,False,False,0.0,0.0
ACC0001533,False,False,0.0,0.0
ACC0001535,False,False,0.0,0.0
ACC0001538,False,False,0.0,0.0
ACC0001541,False,False,0.0,0.0
ACC0001542,False,False,0.0,0.0
ACC0001546,False,False,0.0,0.0
ACC0001557,False,False,0.0,0.0
ACC0001558,False,False,0.0,0.0
ACC0001576,False,False,0.0,0.0
ACC0001585,False,False,0.0,0.0
ACC0001588,False,False,0.0,0.0
ACC0001593,False,False,0.0,0.0
ACC0001601,False,False,0.0,0.0
ACC0001607,False,False,0.0,0.0
ACC0001608,False,False,0.0,0.0
ACC0001617,False,False,0.0,0.0
ACC0001620,False,False,0.0,0.0
ACC0001622,False,False,0.0,0.0
ACC0001623,False,False,0.0,0.0
ACC0001635,False,False,0.0,0.0
ACC0001636,False,False,0.0,0.0
ACC0001642,False,False,0.0,0.0
ACC0001643,False,False,0.0,0.0
ACC0001645,False,False,0.0,0.0
ACC0001658,False,False,0.0,0.0
ACC0001667,False,False,0.0,0.0
ACC0001677,False,False,0.0,0.0
ACC0001684,False,False,0.0,0.0
ACC0001691,False,False,0.0,0.0
ACC0001692,False,False,0.0,0.0
ACC0001705,False,False,0.0,0.0
ACC0001707,False,False,0.0,0.0
ACC0001710,False,False,0.0,0.0
ACC0001715,False,False,0.0,0.0
ACC0001728,False,False,0.0,0.0
ACC0001729,False,False,0.0,0.0
ACC0001731,False,False,0.0,0.0
ACC0001732,False,False,0.0,0.0
ACC0001733,False,False,0.0,0.0
ACC0001742,True,False,21216.21,0.0
ACC0001745,False,False,0.0,0.0
ACC0001759,False,False,0.0,0.0
ACC0001760,False,False,0.0,0.0
ACC0001762,False,False,0.0,0.0
ACC0001763,False,False,0.0,0.0
ACC0001765,False,False,0.0,0.0
ACC0001768,False,False,0.0,0.0
ACC0001771,False,False,0.0,0.0
ACC0001772,False,False,0.0,0.0
ACC0001775,False,False,0.0,0.0
ACC0001784,False,False,0.0,0.0
ACC0001786,False,False,0.0,0.0
ACC0001791,False,False,0.0,0.0
ACC0001795,False,False,0.0,0.0
ACC0001797,False,False,0.0,0.0
ACC0001798,False,False,0.0,0.0
ACC0001799,False,False,0.0,0.0
ACC0001800,False,False,0.0,0.0
ACC0001805,False,False,0.0,0.0
ACC0001810,False,False,0.0,0.0
ACC0001811,False,False,0.0,0.0
ACC0001813,False,False,0.0,0.0
ACC0001823,False,False,0.0,0.0
ACC0001824,False,False,0.0,0.0
ACC0001830,False,False,0.0,0.0
ACC0001833,False,False,0.0,0.0
ACC0001834,False,False,0.0,0.0
ACC0001838,False,False,0.0,0.0
ACC0001841,False,False,0.0,0.0
ACC0001845,False,False,0.0,0.0
ACC0001852,False,False,0.0,0.0
ACC0001853,False,False,0.0,0.0
ACC0001856,False,False,0.0,0.0
ACC0001864,False,False,0.0,0.0
ACC0001866,False,False,0.0,0.0
ACC0001877,False,False,0.0,0.0
ACC0001880,False,False,0.0,0.0
ACC0001882,False,False,0.0,0.0
ACC0001889,False,False,0.0,0.0
ACC0001890,False,False,0.0,0.0
ACC0001891,False,False,0.0,0.0
ACC0001893,False,False,0.0,0.0
ACC0001897,False,False,0.0,0.0
ACC0001907,False,False,0.0,0.0
ACC0001908,False,False,0.0,0.0
ACC0001910,False,False,0.0,0.0
ACC0001919,False,False,0.0,0.0
ACC0001923,False,False,0.0,0.0
ACC0001929,True,False,41650.26,0.0
ACC0001932,False,False,0.0,0.0
ACC0001941,False,False,0.0,0.0
ACC0001943,False,False,0.0,0.0
ACC0001962,False,False,0.0,0.0
ACC0001969,False,False,0.0,0.0
ACC0001974,False,False,0.0,0.0
ACC0001980,False,False,0.0,0.0
ACC0001982,False,False,0.0,0.0
ACC0001987,False,False,0.0,0.0
ACC0001988,False,False,0.0,0.0
ACC0001992,False,False,0.0,0.0
ACC0001993,False,False,0.0,0.0
ACC0001997,False,False,0.0,0.0
ACC0002004,False,False,0.0,0.0
ACC0002007,False,False,0.0,0.0
ACC0002008,False,False,0.0,0.0
ACC0002010,False,False,0.0,0.0
ACC0002020,False,False,0.0,0.0
ACC0002024,False,False,0.0,0.0
ACC0002030,False,False,0.0,0.0
ACC0002044,False,False,0.0,0.0
ACC0002045,False,False,0.0,0.0
ACC0002047,False,False,0.0,0.0
ACC0002058,False,False,0.0,0.0
ACC0002081,False,False,0.0,0.0
ACC0002085,False,False,0.0,0.0
ACC0002088,False,False,0.0,0.0
ACC0002092,False,True,0.0,21863.64
ACC0002103,False,False,0.0,0.0
ACC0002105,False,False,0.0,0.0
ACC0002106,False,False,0.0,0.0
ACC0002108,False,False,0.0,0.0
ACC0002110,False,False,0.0,0.0
ACC0002113,False,False,0.0,0.0
ACC0002117,False,False,0.0,0.0
ACC0002118,False,False,0.0,0.0
ACC0002132,False,False,0.0,0.0
ACC0002135,False,False,0.0,0.0
ACC0002142,True,False,115918.01,0.0
ACC0002152,False,False,0.0,0.0
ACC0002158,False,False,0.0,0.0
ACC0002171,False,False,0.0,0.0
ACC0002177,False,False,0.0,0.0
ACC0002180,False,False,0.0,0.0
ACC0002185,False,False,0.0,0.0
ACC0002201,False,True,0.0,145335.79
ACC0002216,False,False,0.0,0.0
ACC0002217,False,False,0.0,0.0
ACC0002220,False,False,0.0,0.0
ACC0002223,False,False,0.0,0.0
ACC0002228,False,False,0.0,0.0
ACC0002231,False,False,0.0,0.0
ACC0002232,False,False,0.0,0.0
ACC0002234,False,False,0.0,0.0
ACC0002236,False,False,0.0,0.0
ACC0002239,False,False,0.0,0.0
ACC0002241,False,False,0.0,0.0
ACC0002243,False,False,0.0,0.0
ACC0002246,False,False,0.0,0.0
ACC0002251,False,False,0.0,0.0
ACC0002254,False,False,0.0,0.0
ACC0002255,False,False,0.0,0.0
ACC0002258,False,False,0.0,0.0
ACC0002262,False,False,0.0,0.0
ACC0002269,False,False,0.0,0.0
ACC0002275,False,False,0.0,0.0
ACC0002283,False,False,0.0,0.0
ACC0002292,False,False,0.0,0.0
ACC0002293,False,False,0.0,0.0
ACC0002295,False,False,0.0,0.0
ACC0002304,False,False,0.0,0.0
ACC0002309,False,False,0.0,0.0
ACC0002313,False,False,0.0,0.0
ACC0002320,False,False,0.0,0.0
ACC0002324,False,False,0.0,0.0
ACC0002332,False,False,0.0,0.0
ACC0002339,False,False,0.0,0.0
ACC0002357,False,False,0.0,0.0
ACC0002360,False,False,0.0,0.0
ACC0002361,False,False,0.0,0.0
ACC0002362,False,False,0.0,0.0
ACC0002363,False,False,0.0,0.0
ACC0002373,False,False,0.0,0.0
ACC0002374,False,False,0.0,0.0
ACC0002388,False,False,0.0,0.0
ACC0002391,False,False,0.0,0.0
ACC0002408,False,False,0.0,0.0
ACC0002413,False,False,0.0,0.0
ACC0002415,False,False,0.0,0.0
ACC0002426,False,False,0.0,0.0
ACC0002428,False,False,0.0,0.0
ACC0002432,False,False,0.0,0.0
ACC0002438,False,False,0.0,0.0
ACC0002440,False,False,0.0,0.0
ACC0002447,False,False,0.0,0.0
ACC0002459,False,False,0.0,0.0
ACC0002461,False,False,0.0,0.0
ACC0002468,False,False,0.0,0.0
ACC0002473,False,False,0.0,0.0
ACC0002474,True,False,119662.78,0.0
ACC0002485,False,False,0.0,0.0
ACC0002499,True,False,23268.72,0.0
ACC0002505,False,False,0.0,0.0
ACC0002509,False,False,0.0,0.0
ACC0002518,False,False,0.0,0.0
ACC0002523,False,False,0.0,0.0
ACC0002525,False,False,0.0,0.0
ACC0002538,False,False,0.0,0.0
ACC0002543,False,False,0.0,0.0
ACC0002544,False,False,0.0,0.0
ACC0002551,False,False,0.0,0.0
ACC0002559,False,False,0.0,0.0
ACC0002561,False,False,0.0,0.0
ACC0002562,False,False,0.0,0.0
ACC0002572,False,False,0.0,0.0
ACC0002573,False,False,0.0,0.0
ACC0002574,False,False,0.0,0.0
ACC0002576,False,False,0.0,0.0
ACC0002578,False,False,0.0,0.0
ACC0002582,False,False,0.0,0.0
ACC0002599,False,False,0.0,0.0
ACC0002604,False,False,0.0,0.0
ACC0002619,False,False,0.0,0.0
ACC0002622,False,False,0.0,0.0
ACC0002629,False,False,0.0,0.0
ACC0002635,False,False,0.0,0.0
ACC0002636,False,False,0.0,0.0
ACC0002643,False,False,0.0,0.0
ACC0002644,False,False,0.0,0.0
ACC0002653,False,False,0.0,0.0
ACC0002654,False,False,0.0,0.0
ACC0002656,False,False,0.0,0.0
ACC0002658,False,False,0.0,0.0
ACC0002663,False,False,0.0,0.0
ACC0002664,False,False,0.0,0.0
ACC0002666,False,False,0.0,0.0
ACC0002680,False,False,0.0,0.0
ACC0002681,True,False,14233.1,0.0
ACC0002682,False,False,0.0,0.0
ACC0002693,False,False,0.0,0.0
ACC0002706,False,False,0.0,0.0
ACC0002707,False,False,0.0,0.0
ACC0002716,False,False,0.0,0.0
ACC0002722,False,False,0.0,0.0
ACC0002723,False,False,0.0,0.0
ACC0002724,False,False,0.0,0.0
ACC0002726,False,False,0.0,0.0
ACC0002727,False,False,0.0,0.0
ACC0002730,False,False,0.0,0.0
ACC0002732,False,False,0.0,0.0
ACC0002734,False,False,0.0,0.0
ACC0002752,False,False,0.0,0.0
ACC0002754,False,False,0.0,0.0
ACC0002762,False,False,0.0,0.0
ACC0002783,False,False,0.0,0.0
ACC0002784,False,False,0.0,0.0
ACC0002787,False,False,0.0,0.0
ACC0002788,False,False,0.0,0.0
ACC0002792,False,False,0.0,0.0
ACC0002794,False,False,0.0,0.0
ACC0002796,False,False,0.0,0.0
ACC0002810,False,False,0.0,0.0
ACC0002815,False,False,0.0,0.0
ACC0002818,False,False,0.0,0.0
ACC0002819,False,False,0.0,0.0
ACC0002825,False,False,0.0,0.0
ACC0002827,False,False,0.0,0.0
ACC0002829,False,False,0.0,0.0
ACC0002834,False,False,0.0,0.0
ACC0002838,False,False,0.0,0.0
ACC0002845,False,False,0.0,0.0
ACC0002850,False,False,0.0,0.0
ACC0002853,False,False,0.0,0.0
ACC0002864,False,False,0.0,0.0
ACC0002865,False,False,0.0,0.0
ACC0002870,False,False,0.0,0.0
ACC0002876,False,False,0.0,0.0
ACC0002879,False,False,0.0,0.0
ACC0002881,False,False,0.0,0.0
ACC0002886,False,False,0.0,0.0
ACC0002898,False,False,0.0,0.0
ACC0002900,False,False,0.0,0.0
ACC0002903,False,False,0.0,0.0
ACC0002907,False,False,0.0,0.0
ACC0002909,False,False,0.0,0.0
ACC0002913,False,False,0.0,0.0
ACC0002915,False,False,0.0,0.0
ACC0002917,False,False,0.0,0.0
ACC0002920,False,False,0.0,0.0
ACC0002926,False,False,0.0,0.0
ACC0002932,False,False,0.0,0.0
ACC0002950,False,False,0.0,0.0
ACC0002953,False,False,0.0,0.0
ACC0002955,False,False,0.0,0.0
ACC0002957,False,False,0.0,0.0
ACC0002958,False,False,0.0,0.0
ACC0002959,False,False,0.0,0.0
ACC0002963,False,False,0.0,0.0
ACC0002968,False,False,0.0,0.0
ACC0002971,False,False,0.0,0.0
ACC0002975,False,False,0.0,0.0
ACC0002979,False,False,0.0,0.0
ACC0002996,False,False,0.0,0.0
ACC0002997,False,False,0.0,0.0
ACC0002998,False,False,0.0,0.0
ACC0003006,False,False,0.0,0.0
ACC0003007,False,False,0.0,0.0
ACC0003008,False,False,0.0,0.0
ACC0003009,False,False,0.0,0.0
ACC0003011,False,False,0.0,0.0
ACC0003014,False,False,0.0,0.0
ACC0003025,False,False,0.0,0.0
ACC0003032,False,False,0.0,0.0
ACC0003037,False,False,0.0,0.0
ACC0003039,False,False,0.0,0.0
ACC0003045,False,False,0.0,0.0
ACC0003049,False,False,0.0,0.0
ACC0003051,False,False,0.0,0.0
ACC0003055,False,False,0.0,0.0
ACC0003056,False,False,0.0,0.0
ACC0003067,False,False,0.0,0.0
ACC0003069,False,False,0.0,0.0
ACC0003074,False,False,0.0,0.0
ACC0003077,False,False,0.0,0.0
ACC0003084,False,False,0.0,0.0
ACC0003103,False,False,0.0,0.0
ACC0003109,False,False,0.0,0.0
ACC0003122,False,False,0.0,0.0
ACC0003128,False,False,0.0,0.0
ACC0003129,False,False,0.0,0.0
ACC0003130,False,False,0.0,0.0
ACC0003138,False,False,0.0,0.0
ACC0003141,False,False,0.0,0.0
ACC0003142,False,False,0.0,0.0
ACC0003145,False,False,0.0,0.0
ACC0003150,True,False,89981.08,0.0
ACC0003152,False,False,0.0,0.0
ACC0003153,False,False,0.0,0.0
ACC0003155,False,False,0.0,0.0
ACC0003159,False,False,0.0,0.0
ACC0003163,False,False,0.0,0.0
ACC0003165,False,False,0.0,0.0
ACC0003181,False,False,0.0,0.0
ACC0003183,False,False,0.0,0.0
ACC0003194,False,False,0.0,0.0
ACC0003195,False,False,0.0,0.0
ACC0003198,False,False,0.0,0.0
ACC0003203,False,False,0.0,0.0
ACC0003215,False,False,0.0,0.0
ACC0003216,False,False,0.0,0.0
ACC0003220,False,False,0.0,0.0
ACC0003228,False,False,0.0,0.0
ACC0003254,False,False,0.0,0.0
ACC0003264,False,False,0.0,0.0
ACC0003270,False,False,0.0,0.0
ACC0003271,False,False,0.0,0.0
ACC0003272,False,False,0.0,0.0
ACC0003274,False,False,0.0,0.0
ACC0003275,False,False,0.0,0.0
ACC0003278,False,False,0.0,0.0
ACC0003279,False,False,0.0,0.0
ACC0003287,False,False,0.0,0.0
ACC0003293,False,False,0.0,0.0
ACC0003295,True,False,110049.78,0.0
ACC0003299,False,False,0.0,0.0
ACC0003301,False,False,0.0,0.0
ACC0003303,False,False,0.0,0.0
ACC0003307,False,False,0.0,0.0
ACC0003309,False,False,0.0,0.0
ACC0003319,False,False,0.0,0.0
ACC0003329,False,False,0.0,0.0
ACC0003338,False,False,0.0,0.0
ACC0003349,False,False,0.0,0.0
ACC0003354,False,False,0.0,0.0
ACC0003356,False,False,0.0,0.0
ACC0003359,False,False,0.0,0.0
ACC0003360,False,False,0.0,0.0
ACC0003361,False,False,0.0,0.0
ACC0003365,False,False,0.0,0.0
ACC0003384,False,False,0.0,0.0
ACC0003386,False,False,0.0,0.0
ACC0003389,False,False,0.0,0.0
ACC0003390,False,False,0.0,0.0
ACC0003394,False,False,0.0,0.0
ACC0003395,False,False,0.0,0.0
ACC0003399,False,False,0.0,0.0
ACC0003404,False,False,0.0,0.0
ACC0003405,False,False,0.0,0.0
ACC0003410,False,False,0.0,0.0
ACC0003412,False,False,0.0,0.0
ACC0003420,False,False,0.0,0.0
ACC0003425,False,False,0.0,0.0
ACC0003427,False,False,0.0,0.0
ACC0003428,False,False,0.0,0.0
ACC0003434,False,False,0.0,0.0
ACC0003437,False,False,0.0,0.0
ACC0003441,False,False,0.0,0.0
ACC0003443,False,False,0.0,0.0
ACC0003449,False,False,0.0,0.0
ACC0003452,False,False,0.0,0.0
ACC0003453,False,False,0.0,0.0
ACC0003462,False,False,0.0,0.0
ACC0003463,False,False,0.0,0.0
ACC0003464,False,False,0.0,0.0
ACC0003465,False,False,0.0,0.0
ACC0003468,False,False,0.0,0.0
ACC0003479,False,False,0.0,0.0
ACC0003482,False,False,0.0,0.0
ACC0003483,False,False,0.0,0.0
ACC0003486,False,False,0.0,0.0
ACC0003491,False,False,0.0,0.0
ACC0003492,False,False,0.0,0.0
ACC0003493,False,False,0.0,0.0
ACC0003494,False,False,0.0,0.0
ACC0003498,False,False,0.0,0.0
ACC0003501,False,False,0.0,0.0
ACC0003503,False,False,0.0,0.0
ACC0003505,False,False,0.0,0.0
ACC0003509,False,False,0.0,0.0
ACC0003510,False,False,0.0,0.0
ACC0003514,False,False,0.0,0.0
ACC0003517,False,False,0.0,0.0
ACC0003520,False,False,0.0,0.0
ACC0003522,False,False,0.0,0.0
ACC0003528,False,False,0.0,0.0
ACC0003537,False,False,0.0,0.0
ACC0003548,False,False,0.0,0.0
