month,agent_id,attempts,answered,rpc_calls,ptp_calls,talk_seconds,contact_rate,rpc_rate,ptp_rate,session_hours,descriptive_only
2026-01,AGT0000052,14,3,1.0,0.0,4103.0,0.21428571428571427,0.3333333333333333,0.0,13.658055555555556,1
2026-01,AGT0000053,18,2,1.0,1.0,3231.0,0.1111111111111111,0.5,1.0,20.031666666666666,1
2026-01,AGT0000054,23,1,0.0,0.0,3610.0,0.043478260869565216,0.0,,14.487777777777778,1
2026-01,AGT0000055,8,2,0.0,0.0,7967.0,0.25,0.0,,18.37388888888889,1
2026-01,AGT0000056,22,5,1.0,1.0,3112.0,0.22727272727272727,0.2,1.0,,1
2026-01,AGT0000057,11,1,1.0,0.0,6477.0,0.09090909090909091,1.0,0.0,12.589444444444446,1
2026-01,AGT0000058,16,4,2.0,0.0,5513.0,0.25,0.5,0.0,1.8808333333333334,1
2026-01,AGT0000059,16,9,0.0,0.0,5595.0,0.5625,0.0,,22.47888888888889,1
2026-01,AGT0000060,12,4,0.0,0.0,5258.0,0.3333333333333333,0.0,,6.2175,1
2026-01,AGT0000061,11,3,1.0,1.0,6685.0,0.2727272727272727,0.3333333333333333,1.0,5.914444444444444,1
2026-01,AGT0000062,14,3,0.0,0.0,7639.0,0.21428571428571427,0.0,,,1
2026-01,AGT0000063,15,2,2.0,1.0,6505.0,0.13333333333333333,1.0,0.5,11.002777777777778,1
2026-01,AGT0000064,11,0,0.0,0.0,6229.0,0.0,,,14.720555555555556,1
2026-01,AGT0000065,19,4,0.0,0.0,8112.0,0.21052631578947367,0.0,,14.068888888888889,1
2026-01,AGT0000066,16,3,1.0,1.0,4613.0,0.1875,0.3333333333333333,1.0,4.5575,1
2026-01,AGT0000067,28,6,0.0,0.0,7768.0,0.21428571428571427,0.0,,21.48611111111111,1
2026-01,AGT0000068,19,7,1.0,0.0,10065.0,0.3684210526315789,0.14285714285714285,0.0,7.278888888888889,1
2026-01,AGT0000069,17,2,0.0,0.0,5517.0,0.11764705882352941,0.0,,17.68472222222222,1
2026-01,AGT0000070,28,6,1.0,0.0,5096.0,0.21428571428571427,0.16666666666666666,0.0,15.352222222222224,1
2026-01,AGT0000071,15,2,0.0,0.0,4027.0,0.13333333333333333,0.0,,,1
2026-01,AGT0000072,19,4,1.0,1.0,2658.0,0.21052631578947367,0.25,1.0,24.830277777777777,1
2026-01,AGT0000073,18,1,2.0,1.0,3302.0,0.05555555555555555,2.0,0.5,3.1319444444444446,1
2026-01,AGT0000074,17,5,0.0,0.0,5924.0,0.29411764705882354,0.0,,23.394166666666667,1
2026-01,AGT0000075,12,2,0.0,0.0,2138.0,0.16666666666666666,0.0,,4.59,1
2026-01,AGT0000076,16,2,0.0,0.0,6283.0,0.125,0.0,,1.4672222222222222,1
2026-01,AGT0000077,23,8,0.0,0.0,7422.0,0.34782608695652173,0.0,,7.117222222222222,1
2026-01,AGT0000078,12,2,2.0,1.0,3863.0,0.16666666666666666,1.0,0.5,12.22111111111111,1
2026-01,AGT0000079,15,3,0.0,0.0,4139.0,0.2,0.0,,3.198611111111111,1
2026-01,AGT0000080,11,5,1.0,0.0,4171.0,0.45454545454545453,0.2,0.0,3.8602777777777777,1
2026-01,AGT0000081,17,1,1.0,1.0,5981.0,0.058823529411764705,1.0,1.0,15.088333333333333,1
2026-01,AGT0000082,21,7,1.0,0.0,7822.0,0.3333333333333333,0.14285714285714285,0.0,,1
2026-01,AGT0000083,12,4,0.0,0.0,4900.0,0.3333333333333333,0.0,,5.367222222222222,1
2026-01,AGT0000084,15,1,1.0,0.0,5303.0,0.06666666666666667,1.0,0.0,9.414444444444445,1
2026-01,AGT0000085,19,3,0.0,0.0,5300.0,0.15789473684210525,0.0,,18.86861111111111,1
2026-01,AGT0000086,12,2,0.0,0.0,6241.0,0.16666666666666666,0.0,,7.726666666666667,1
2026-01,AGT0000087,12,2,0.0,0.0,2711.0,0.16666666666666666,0.0,,,1
2026-01,AGT0000088,21,5,1.0,0.0,8609.0,0.23809523809523808,0.2,0.0,15.821666666666665,1
2026-01,AGT0000089,21,2,0.0,0.0,8414.0,0.09523809523809523,0.0,,11.347777777777779,1
2026-01,AGT0000090,13,3,0.0,0.0,5129.0,0.23076923076923078,0.0,,29.393055555555556,1
2026-01,AGT0000091,17,5,0.0,0.0,5402.0,0.29411764705882354,0.0,,29.244444444444447,1
2026-01,AGT0000092,17,5,1.0,0.0,6444.0,0.29411764705882354,0.2,0.0,9.628333333333334,1
2026-01,AGT0000093,16,4,1.0,1.0,2646.0,0.25,0.25,1.0,,1
2026-01,AGT0000094,23,5,0.0,0.0,8728.0,0.21739130434782608,0.0,,8.428333333333335,1
2026-01,AGT0000095,18,5,0.0,0.0,8218.0,0.2777777777777778,0.0,,2.5594444444444444,1
2026-01,AGT0000096,14,3,1.0,0.0,4373.0,0.21428571428571427,0.3333333333333333,0.0,1.6016666666666666,1
2026-01,AGT0000097,16,3,0.0,0.0,6843.0,0.1875,0.0,,14.622222222222224,1
2026-01,AGT0000098,18,2,0.0,0.0,5949.0,0.1111111111111111,0.0,,,1
2026-01,AGT0000099,18,1,1.0,0.0,6414.0,0.05555555555555555,1.0,0.0,15.133888888888889,1
2026-01,AGT0000100,11,3,0.0,0.0,6489.0,0.2727272727272727,0.0,,4.496388888888889,1
2026-01,AGT0000101,23,5,2.0,0.0,8333.0,0.21739130434782608,0.4,0.0,6.655,1
2026-01,AGT0000102,14,2,2.0,1.0,5856.0,0.14285714285714285,1.0,0.5,3.346111111111111,1
2026-01,AGT0000103,13,1,1.0,0.0,4542.0,0.07692307692307693,1.0,0.0,4.273888888888889,1
2026-01,AGT0000104,15,5,0.0,0.0,5021.0,0.3333333333333333,0.0,,8.235,1
2026-01,AGT0000105,16,1,0.0,0.0,4670.0,0.0625,0.0,,19.339444444444442,1
2026-01,AGT0000106,14,4,0.0,0.0,5196.0,0.2857142857142857,0.0,,19.783055555555556,1
2026-01,AGT0000107,18,3,2.0,0.0,6161.0,0.16666666666666666,0.6666666666666666,0.0,26.45472222222222,1
2026-01,AGT0000108,10,1,1.0,0.0,5804.0,0.1,1.0,0.0,34.22222222222222,1
2026-01,AGT0000109,27,4,0.0,0.0,2897.0,0.14814814814814814,0.0,,,1
2026-01,AGT0000110,19,5,0.0,0.0,1287.0,0.2631578947368421,0.0,,10.413611111111111,1
2026-01,AGT0000111,16,3,0.0,0.0,5988.0,0.1875,0.0,,15.400833333333335,1
2026-01,AGT0000112,9,2,0.0,0.0,7249.0,0.2222222222222222,0.0,,6.073888888888889,1
2026-01,AGT0000113,10,3,0.0,0.0,5683.0,0.3,0.0,,5.153888888888889,1
2026-01,AGT0000114,33,5,1.0,1.0,4191.0,0.15151515151515152,0.2,1.0,9.297222222222222,1
2026-01,AGT0000115,15,3,2.0,0.0,5765.0,0.2,0.6666666666666666,0.0,6.905555555555556,1
2026-01,AGT0000116,21,4,1.0,0.0,5139.0,0.19047619047619047,0.25,0.0,18.93777777777778,1
2026-01,AGT0000117,14,3,0.0,0.0,4876.0,0.21428571428571427,0.0,,16.149722222222223,1
2026-01,AGT0000118,15,3,1.0,0.0,5231.0,0.2,0.3333333333333333,0.0,23.536944444444444,1
2026-01,AGT0000119,20,2,2.0,0.0,6091.0,0.1,1.0,0.0,3.8472222222222223,1
2026-01,AGT0000120,14,1,0.0,0.0,5083.0,0.07142857142857142,0.0,,12.879166666666666,1
2026-01,AGT0000121,19,0,0.0,0.0,3215.0,0.0,,,12.481944444444444,1
2026-01,AGT0000122,9,3,0.0,0.0,6061.0,0.3333333333333333,0.0,,16.799166666666665,1
2026-01,AGT0000123,11,4,0.0,0.0,7120.0,0.36363636363636365,0.0,,9.737777777777778,1
2026-01,AGT0000124,17,2,1.0,1.0,2252.0,0.11764705882352941,0.5,1.0,1.6652777777777779,1
2026-01,AGT0000125,14,2,0.0,0.0,3539.0,0.14285714285714285,0.0,,20.220277777777778,1
2026-01,AGT0000126,14,1,1.0,1.0,7262.0,0.07142857142857142,1.0,1.0,21.385277777777777,1
2026-01,AGT0000127,22,2,1.0,0.0,8446.0,0.09090909090909091,0.5,0.0,6.023333333333333,1
2026-01,AGT0000128,12,3,1.0,0.0,5930.0,0.25,0.3333333333333333,0.0,3.9363888888888887,1
2026-01,AGT0000129,16,1,1.0,0.0,5235.0,0.0625,1.0,0.0,4.5841666666666665,1
2026-01,AGT0000130,19,5,0.0,0.0,4268.0,0.2631578947368421,0.0,,36.08861111111111,1
2026-01,AGT0000131,22,6,0.0,0.0,6043.0,0.2727272727272727,0.0,,15.328333333333333,1
2026-01,AGT0000132,20,5,0.0,0.0,4963.0,0.25,0.0,,,1
2026-01,AGT0000133,14,3,0.0,0.0,5401.0,0.21428571428571427,0.0,,2.931111111111111,1
2026-01,AGT0000134,12,2,1.0,0.0,4752.0,0.16666666666666666,0.5,0.0,5.993611111111111,1
2026-01,AGT0000135,14,3,0.0,0.0,3039.0,0.21428571428571427,0.0,,3.7330555555555556,1
2026-01,AGT0000136,14,2,0.0,0.0,5205.0,0.14285714285714285,0.0,,12.467777777777776,1
2026-01,AGT0000137,17,7,0.0,0.0,6748.0,0.4117647058823529,0.0,,23.27027777777778,1
2026-01,AGT0000138,17,7,0.0,0.0,7718.0,0.4117647058823529,0.0,,,1
2026-01,AGT0000139,14,1,0.0,0.0,3633.0,0.07142857142857142,0.0,,,1
2026-01,AGT0000140,22,3,2.0,1.0,7134.0,0.13636363636363635,0.6666666666666666,0.5,21.86138888888889,1
2026-01,AGT0000141,19,3,1.0,0.0,6305.0,0.15789473684210525,0.3333333333333333,0.0,27.831944444444446,1
2026-01,AGT0000142,18,5,0.0,0.0,3727.0,0.2777777777777778,0.0,,10.496944444444445,1
2026-01,AGT0000143,22,6,0.0,0.0,7397.0,0.2727272727272727,0.0,,,1
2026-01,AGT0000144,25,6,0.0,0.0,6061.0,0.24,0.0,,9.888333333333334,1
2026-01,AGT0000145,13,1,2.0,1.0,4744.0,0.07692307692307693,2.0,0.5,11.336944444444445,1
2026-01,AGT0000146,19,7,1.0,1.0,7787.0,0.3684210526315789,0.14285714285714285,1.0,,1
2026-01,AGT0000147,11,3,0.0,0.0,2713.0,0.2727272727272727,0.0,,28.941666666666666,1
2026-01,AGT0000148,19,3,0.0,0.0,3910.0,0.15789473684210525,0.0,,9.359444444444446,1
2026-01,AGT0000149,22,2,0.0,0.0,8713.0,0.09090909090909091,0.0,,9.92,1
2026-01,AGT0000150,17,3,0.0,0.0,8382.0,0.17647058823529413,0.0,,18.209444444444443,1
2026-01,AGT0000151,21,5,0.0,0.0,8874.0,0.23809523809523808,0.0,,5.189444444444445,1
2026-01,AGT0000152,12,1,0.0,0.0,4315.0,0.08333333333333333,0.0,,17.66027777777778,1
2026-01,AGT0000153,11,3,2.0,2.0,5801.0,0.2727272727272727,0.6666666666666666,1.0,5.594444444444444,1
2026-01,AGT0000154,11,3,0.0,0.0,5562.0,0.2727272727272727,0.0,,3.4408333333333334,1
2026-01,AGT0000155,21,3,2.0,1.0,8577.0,0.14285714285714285,0.6666666666666666,0.5,8.207222222222223,1
2026-01,AGT0000156,18,3,1.0,0.0,4268.0,0.16666666666666666,0.3333333333333333,0.0,7.35,1
2026-01,AGT0000157,19,1,1.0,0.0,8327.0,0.05263157894736842,1.0,0.0,22.415277777777778,1
2026-01,AGT0000158,19,2,1.0,0.0,4291.0,0.10526315789473684,0.5,0.0,15.659444444444446,1
2026-01,AGT0000159,16,3,1.0,0.0,5097.0,0.1875,0.3333333333333333,0.0,6.759444444444444,1
2026-01,AGT0000160,15,1,0.0,0.0,4934.0,0.06666666666666667,0.0,,11.532777777777778,1
2026-01,AGT0000161,16,2,2.0,1.0,5364.0,0.125,1.0,0.5,11.593055555555555,1
2026-01,AGT0000162,16,5,0.0,0.0,4191.0,0.3125,0.0,,11.861944444444445,1
2026-01,AGT0000163,19,4,1.0,0.0,7771.0,0.21052631578947367,0.25,0.0,7.940555555555555,1
2026-01,AGT0000164,18,4,0.0,0.0,4328.0,0.2222222222222222,0.0,,3.6061111111111113,1
2026-01,AGT0000165,14,2,0.0,0.0,2044.0,0.14285714285714285,0.0,,1.9413888888888888,1
2026-01,AGT0000166,19,4,0.0,0.0,7427.0,0.21052631578947367,0.0,,13.721666666666668,1
2026-01,AGT0000167,16,1,0.0,0.0,5504.0,0.0625,0.0,,28.578333333333333,1
2026-01,AGT0000168,15,5,2.0,0.0,7454.0,0.3333333333333333,0.4,0.0,5.3502777777777775,1
2026-01,AGT0000169,17,2,1.0,0.0,5774.0,0.11764705882352941,0.5,0.0,9.65,1
2026-01,AGT0000170,17,4,0.0,0.0,3141.0,0.23529411764705882,0.0,,9.165555555555555,1
2026-01,AGT0000171,15,4,0.0,0.0,5314.0,0.26666666666666666,0.0,,14.2375,1
2026-01,AGT0000172,17,4,1.0,0.0,5059.0,0.23529411764705882,0.25,0.0,8.759166666666667,1
2026-01,AGT0000173,11,2,1.0,1.0,10073.0,0.18181818181818182,0.5,1.0,10.996944444444445,1
2026-01,AGT0000174,13,2,0.0,0.0,3831.0,0.15384615384615385,0.0,,6.938611111111111,1
2026-01,AGT0000175,15,2,0.0,0.0,3193.0,0.13333333333333333,0.0,,25.268055555555556,1
2026-01,AGT0000176,21,3,0.0,0.0,5871.0,0.14285714285714285,0.0,,14.445833333333333,1
2026-01,AGT0000177,19,3,0.0,0.0,5918.0,0.15789473684210525,0.0,,6.866666666666666,1
2026-01,AGT0000178,11,4,0.0,0.0,5486.0,0.36363636363636365,0.0,,18.93611111111111,1
2026-01,AGT0000179,22,7,0.0,0.0,3142.0,0.3181818181818182,0.0,,8.210833333333333,1
2026-01,AGT0000180,18,5,1.0,1.0,5452.0,0.2777777777777778,0.2,1.0,4.644166666666667,1
2026-01,AGT0000181,14,2,1.0,0.0,6673.0,0.14285714285714285,0.5,0.0,12.192222222222222,1
2026-01,AGT0000182,20,3,0.0,0.0,4889.0,0.15,0.0,,33.20222222222222,1
2026-01,AGT0000183,14,3,1.0,0.0,5275.0,0.21428571428571427,0.3333333333333333,0.0,20.840833333333336,1
2026-01,AGT0000184,18,3,0.0,0.0,6112.0,0.16666666666666666,0.0,,26.485833333333332,1
2026-01,AGT0000185,16,3,1.0,1.0,8049.0,0.1875,0.3333333333333333,1.0,3.674166666666667,1
2026-01,AGT0000186,16,4,2.0,2.0,3746.0,0.25,0.5,1.0,4.9,1
2026-01,AGT0000187,21,2,0.0,0.0,4187.0,0.09523809523809523,0.0,,11.299444444444445,1
2026-01,AGT0000188,14,4,1.0,1.0,4207.0,0.2857142857142857,0.25,1.0,11.593055555555555,1
2026-01,AGT0000189,24,8,0.0,0.0,2897.0,0.3333333333333333,0.0,,8.883333333333333,1
2026-01,AGT0000190,11,1,0.0,0.0,3259.0,0.09090909090909091,0.0,,6.445277777777777,1
2026-01,AGT0000191,16,4,0.0,0.0,5357.0,0.25,0.0,,17.478055555555557,1
2026-01,AGT0000192,21,6,1.0,0.0,5605.0,0.2857142857142857,0.16666666666666666,0.0,10.523888888888889,1
2026-01,AGT0000193,12,3,1.0,0.0,7209.0,0.25,0.3333333333333333,0.0,8.299166666666666,1
2026-01,AGT0000194,16,3,1.0,0.0,5922.0,0.1875,0.3333333333333333,0.0,6.612222222222222,1
2026-01,AGT0000195,14,4,0.0,0.0,5496.0,0.2857142857142857,0.0,,14.33611111111111,1
2026-01,AGT0000196,16,2,1.0,1.0,5697.0,0.125,0.5,1.0,5.720833333333333,1
2026-01,AGT0000197,24,6,2.0,0.0,7197.0,0.25,0.3333333333333333,0.0,10.702499999999999,1
2026-01,AGT0000198,34,8,1.0,0.0,5197.0,0.23529411764705882,0.125,0.0,9.8275,1
2026-01,AGT0000199,14,3,0.0,0.0,4984.0,0.21428571428571427,0.0,,20.441944444444445,1
2026-01,AGT0000200,24,6,1.0,0.0,4550.0,0.25,0.16666666666666666,0.0,5.434444444444445,1
2026-01,AGT0000201,13,4,1.0,0.0,4631.0,0.3076923076923077,0.25,0.0,3.352222222222222,1
2026-01,AGT0000202,17,4,1.0,1.0,6016.0,0.23529411764705882,0.25,1.0,17.229444444444447,1
2026-01,AGT0000203,25,4,0.0,0.0,5834.0,0.16,0.0,,,1
2026-01,AGT0000204,21,4,2.0,0.0,9476.0,0.19047619047619047,0.5,0.0,7.406944444444445,1
2026-01,AGT0000205,22,4,1.0,1.0,4857.0,0.18181818181818182,0.25,1.0,10.438611111111111,1
2026-01,AGT0000206,18,3,1.0,1.0,8458.0,0.16666666666666666,0.3333333333333333,1.0,1.7416666666666667,1
2026-01,AGT0000207,8,3,0.0,0.0,3548.0,0.375,0.0,,8.048055555555557,1
2026-01,AGT0000208,11,3,0.0,0.0,6092.0,0.2727272727272727,0.0,,1.0363888888888888,1
2026-01,AGT0000209,17,2,0.0,0.0,3041.0,0.11764705882352941,0.0,,26.967222222222222,1
2026-01,AGT0000210,20,6,1.0,1.0,3826.0,0.3,0.16666666666666666,1.0,17.581944444444446,1
2026-01,AGT0000211,23,5,1.0,0.0,6000.0,0.21739130434782608,0.2,0.0,3.716111111111111,1
2026-01,AGT0000212,14,1,0.0,0.0,6330.0,0.07142857142857142,0.0,,15.94222222222222,1
2026-01,AGT0000213,14,3,0.0,0.0,4563.0,0.21428571428571427,0.0,,15.643333333333333,1
2026-01,AGT0000214,24,5,0.0,0.0,4313.0,0.20833333333333334,0.0,,28.19638888888889,1
2026-01,AGT0000215,16,3,0.0,0.0,5034.0,0.1875,0.0,,34.3675,1
2026-01,AGT0000216,17,3,0.0,0.0,11651.0,0.17647058823529413,0.0,,7.767777777777778,1
2026-01,AGT0000217,18,3,0.0,0.0,3647.0,0.16666666666666666,0.0,,13.592500000000001,1
2026-01,AGT0000218,13,1,0.0,0.0,3420.0,0.07692307692307693,0.0,,5.518611111111111,1
2026-01,AGT0000219,21,4,1.0,0.0,6646.0,0.19047619047619047,0.25,0.0,15.980833333333333,1
2026-01,AGT0000220,17,4,0.0,0.0,1566.0,0.23529411764705882,0.0,,,1
2026-01,AGT0000221,13,4,0.0,0.0,4365.0,0.3076923076923077,0.0,,36.69861111111111,1
2026-01,AGT0000222,20,5,1.0,0.0,7503.0,0.25,0.2,0.0,0.5747222222222222,1
2026-01,AGT0000223,13,2,1.0,1.0,8183.0,0.15384615384615385,0.5,1.0,20.584722222222222,1
2026-01,AGT0000224,20,4,1.0,0.0,6521.0,0.2,0.25,0.0,13.604444444444445,1
2026-01,AGT0000225,10,1,0.0,0.0,4325.0,0.1,0.0,,,1
2026-01,AGT0000226,12,1,0.0,0.0,6083.0,0.08333333333333333,0.0,,18.55527777777778,1
2026-01,AGT0000227,18,3,0.0,0.0,4548.0,0.16666666666666666,0.0,,8.633055555555556,1
2026-01,AGT0000228,25,2,0.0,0.0,8789.0,0.08,0.0,,8.221666666666666,1
2026-01,AGT0000229,13,5,0.0,0.0,3793.0,0.38461538461538464,0.0,,19.192500000000003,1
2026-01,AGT0000230,25,6,0.0,0.0,5447.0,0.24,0.0,,10.650555555555556,1
2026-01,AGT0000231,12,1,1.0,0.0,5473.0,0.08333333333333333,1.0,0.0,29.008611111111115,1
2026-01,AGT0000232,18,5,1.0,1.0,4784.0,0.2777777777777778,0.2,1.0,17.60111111111111,1
2026-01,AGT0000233,17,1,1.0,1.0,7153.0,0.058823529411764705,1.0,1.0,3.7977777777777777,1
2026-01,AGT0000234,18,2,0.0,0.0,8870.0,0.1111111111111111,0.0,,,1
2026-01,AGT0000235,17,3,1.0,0.0,4889.0,0.17647058823529413,0.3333333333333333,0.0,24.238888888888887,1
2026-01,AGT0000236,12,2,1.0,0.0,7144.0,0.16666666666666666,0.5,0.0,26.34611111111111,1
2026-01,AGT0000237,15,3,0.0,0.0,3169.0,0.2,0.0,,12.76388888888889,1
2026-01,AGT0000238,17,5,1.0,0.0,8423.0,0.29411764705882354,0.2,0.0,,1
2026-01,AGT0000239,15,3,1.0,0.0,8564.0,0.2,0.3333333333333333,0.0,,1
2026-01,AGT0000240,19,4,1.0,1.0,5758.0,0.21052631578947367,0.25,1.0,15.456111111111111,1
2026-01,AGT0000241,16,3,0.0,0.0,6322.0,0.1875,0.0,,,1
2026-01,AGT0000242,12,3,0.0,0.0,6427.0,0.25,0.0,,16.029444444444444,1
2026-01,AGT0000243,24,6,1.0,1.0,6577.0,0.25,0.16666666666666666,1.0,33.499722222222225,1
2026-01,AGT0000244,17,3,1.0,0.0,3138.0,0.17647058823529413,0.3333333333333333,0.0,12.912777777777777,1
2026-01,AGT0000245,24,5,1.0,0.0,5514.0,0.20833333333333334,0.2,0.0,7.031666666666666,1
2026-01,AGT0000246,27,7,0.0,0.0,4073.0,0.25925925925925924,0.0,,6.920277777777778,1
2026-01,AGT0000247,12,1,1.0,0.0,6257.0,0.08333333333333333,1.0,0.0,11.236666666666666,1
2026-01,AGT0000248,16,3,1.0,0.0,7157.0,0.1875,0.3333333333333333,0.0,25.31527777777778,1
2026-01,AGT0000249,11,1,1.0,1.0,2643.0,0.09090909090909091,1.0,1.0,4.167222222222222,1
2026-01,AGT0000250,10,1,0.0,0.0,1432.0,0.1,0.0,,26.756666666666668,1
2026-01,AGT0000251,17,4,0.0,0.0,5991.0,0.23529411764705882,0.0,,7.890000000000001,1
2026-01,AGT0000252,16,3,0.0,0.0,6379.0,0.1875,0.0,,,1
2026-01,AGT0000253,24,6,0.0,0.0,6097.0,0.25,0.0,,17.141111111111112,1
2026-01,AGT0000254,10,2,1.0,1.0,3794.0,0.2,0.5,1.0,7.545,1
2026-01,AGT0000255,14,3,1.0,0.0,6501.0,0.21428571428571427,0.3333333333333333,0.0,32.57194444444445,1
2026-01,AGT0000256,18,3,2.0,0.0,6542.0,0.16666666666666666,0.6666666666666666,0.0,11.661944444444444,1
2026-01,AGT0000257,17,3,0.0,0.0,9609.0,0.17647058823529413,0.0,,1.9255555555555555,1
2026-01,AGT0000258,17,4,1.0,0.0,4895.0,0.23529411764705882,0.25,0.0,,1
2026-01,AGT0000259,10,3,0.0,0.0,6726.0,0.3,0.0,,2.243611111111111,1
2026-01,AGT0000260,17,2,0.0,0.0,7949.0,0.11764705882352941,0.0,,22.10194444444444,1
2026-01,AGT0000261,16,4,2.0,1.0,7961.0,0.25,0.5,0.5,24.35666666666667,1
